Pair ID,Explanation,Modifications,Language model
pair_82,"Plan **TR2 3 HRC** is the top choice. It costs less, takes less time, finishes faster, and is overall better than all other plans listed (TR1 1/2/3 HRC CS 90, TR2 1 HRC CS 90, TR2 2 HRC CS 90, TR2 2 HRC CS 95). It also has the same cost and the same number of tasks as plan TR1 1 HRC. Compared with plan **TR2 1 HRC CS 95**, TR2 3 HRC has a shorter makespan, fewer tasks, and lower cost. TR2 1 HRC CS 95 is classified as *AtypicalPlan*, while TR2 3 HRC is a *TypicalPlan*. Finally, every simpler plan (TR1 1/2/3 HRC, TR2 1/2 HRC, and the 90‑level variants) is cheaper, shorter, faster, and better than TR2 1 HRC CS 95.","Rewritten in plain language, removed repeated statements, condensed comparisons, kept key facts: TR2 3 HRC is best, TR2 1 HRC CS 95 is worst, other plans are better than the worst plan, and classification and metrics differences.",gpt-oss:20b
pair_83,"TR2 3 HRC is a TypicalPlan that is cheaper, faster, shorter, and better than the plan TR1 2 HRC CS 95. It also beats many other plans – such as TR1 1 HRC, TR2 1 HRC, TR1 2 HRC, TR2 2 HRC, TR1 3 HRC, and several CS 90 and CS 95 variants – on all those criteria.

TR2 3 HRC shares the same cost and the same number of tasks as several other plans; for example it is equal in cost and task count to TR2 1 HRC, TR1 2 HRC, TR2 2 HRC, TR1 3 HRC, and some CS 90 plans. All plans that are cheaper, shorter, better, or faster than TR1 2 HRC CS 95 are noted, and these include the various HRC and CS versions listed above.

Thus, TR2 3 HRC emerges as the most efficient and cost‑effective option among the compared plans, with equivalent cost and task count to many of its peers but outperforming them in speed, length, and overall value.","Simplified language, removed repetitive statements, shortened narrative by summarizing key comparisons. Reduced technical phrasing and used plain sentences to convey same meaning. Added a concise summary of classification and cost/task count equivalence.",gpt-oss:20b
pair_84,"TR2 3 HRC is the best plan. It costs less, finishes faster and uses fewer tasks than TR2 2 HRC CS 95. It matches TR 1 1 HRC in cost and task count, and beats TR 1 1 HRC CS 90 in all aspects. It is also faster than TR 2 1 HRC CS 90 and TR 2 2 HRC CS 90. The plans TR 2 1 HRC, TR 1 2 HRC, TR 2 2 HRC, TR 1 3 HRC, TR 2 1 HRC CS 90, TR 2 2 HRC CS 90, TR 2 3 HRC CS 90, and TR 1 1 HRC CS 90 have the same cost or task count as TR 2 3 HRC and are all cheaper, shorter, and better than TR 2 2 HRC CS 95.","Simplified comparisons, removed redundant details, used easier language, shortened narrative while keeping all semantic relationships.",gpt-oss:20b
pair_85,"Plan TR2 3 HRC is cheaper, shorter, faster, and overall better than plan TR1 3 HRC CS 95.
It is also faster than the other listed plans (TR1 1 HRC CS 90, TR1 2 HRC CS 90, TR1 3 HRC CS 90, TR1 1 HRC CS 95, TR2 1 HRC CS 95, TR1 2 HRC CS 95, TR2 2 HRC CS 95, TR2 3 HRC CS 95).  TR2 3 HRC shares the same cost and the same number of tasks as plans TR2 1 HRC, TR1 2 HRC, TR2 2 HRC, TR1 3 HRC, and the corresponding CS 90 versions.","Rewrote verbose, repetitive comparisons using concise language, merged duplicate statements, removed list formatting, retained all semantic relationships.",gpt-oss:20b
pair_86,"Plan **TR2 3 HRC** is cheaper, shorter, faster, and overall better than plan **TR2 3 HRC CS 95**. It also outperforms all the other TR1 and TR2 HRC plans listed with either CS 90 or CS 95 labels. Many of those plans—TR1 1 HRC, TR1 2 HRC, TR1 3 HRC, TR2 1 HRC, and TR2 2 HRC, along with their CS 90/95 variants—have the same cost and the same number of tasks as TR2 3 HRC.

The makespan and number of tasks for TR2 3 HRC are given by the placeholders **‘TR2 3 HRC makespan’** and **‘TR2 3 HRC number of tasks’**, whereas for TR2 3 HRC CS 95 they are **‘TR2 3 HRC CS 95 makespan’** and **‘TR2 3 HRC CS 95 number of tasks’**.

Classification: TR2 3 HRC is a **TypicalPlan**; TR2 3 HRC CS 95 is an **AtypicalPlan**.","Replaced dense list of relations with concise statements summarizing that TR2 3 HRC beats TR2 3 HRC CS 95 on cost, length, speed, and quality, and similarly beats all other listed TR1/TR2 HRC variants with CS 90/95. Noted that several of those variants share the same cost and task count with TR2 3 HRC. Identified the classification of each plan and noted the makespan and task count placeholders. The summary is shorter and uses simpler wording.",gpt-oss:20b
pair_87,"Plan TR1‑1‑HRC‑CS‑90 is more expensive, takes longer, runs slower, and is of lower quality than plan TR2‑1‑HRC‑CS‑90. It has the same cost and the same number of tasks as every other plan mentioned (TR1‑1‑HRC, TR2‑1‑HRC, TR1‑2‑HRC, TR2‑2‑HRC, TR1‑3‑HRC, TR2‑3‑HRC, TR2‑2‑HRC‑CS‑90, TR2‑3‑HRC‑CS‑90). It is, however, slower than plan TR2‑2‑HRC‑CS‑95. Plan TR2‑2‑HRC‑CS‑95 is more expensive, longer, slower, and worse than plan TR2‑1‑HRC‑CS‑90.","Simplified wording, removed repeated comparisons, summarized all cost, length, speed, quality, and equivalence statements into concise sentences. Kept all semantic relations, omitted detailed property listings and duplicate lists.",gpt-oss:20b
pair_88,"Plan TR1 1 HRC CS 90 is cheaper, shorter, faster and better than plan TR1 2 HRC CS 90. It is also cheaper, shorter and better than plans TR1 3 HRC CS 90 and TR2 1 HRC CS 95, and it is faster than TR2 1 HRC CS 95.

TR1 1 HRC CS 90 and TR2 2 HRC CS 95 have the same cost and the same number of tasks. Plans TR1 3 HRC CS 90 and TR2 1 HRC CS 95 each have the same cost and number of tasks as TR1 2 HRC CS 90.

TR2 1 HRC CS 95 is faster than TR1 2 HRC CS 90. TR2 2 HRC CS 95 is cheaper, shorter and better than TR1 2 HRC CS 90.

Each plan has its own makespan and task count; TR1 1’s makespan is ""TR1 1 HRC CS 90 makespan"" and TR1 2’s is ""TR1 2 HRC CS 90 makespan"".","Used simpler words, cut repeated comparisons, kept core relations of cost, length, speed, quality, and equality of cost/tasks. Omitted the explicit makespan values for brevity.",gpt-oss:20b
pair_89,"Plan “TR1 1 HRC CS 90” is more expensive, longer, slower, and worse than “TR2 2 HRC CS 90”. It has the same cost and the same number of tasks as “TR2 2 HRC CS 95”. All of the plans “TR1 1 HRC”, “TR2 1 HRC”, “TR1 2 HRC”, “TR2 2 HRC”, “TR1 3 HRC”, “TR2 3 HRC”, “TR2 1 HRC CS 90”, and “TR2 3 HRC CS 90” share the same cost and number of tasks as “TR2 2 HRC CS 90”. The plan “TR2 1 HRC CS 90” is slower than “TR2 2 HRC CS 90”, and “TR2 2 HRC CS 95” is slower, more expensive, longer, and worse than “TR2 2 HRC CS 90”.","Shortened the original text, removed repetitive listings, replaced complex phrases with simple comparisons, and kept all key relational facts between the planning options.",gpt-oss:20b
pair_90,"Plan TR1 1 HRC CS 90 is a TypicalPlan. It is cheaper, shorter, faster and better than plans TR1 3 HRC CS 90, TR1 2 HRC CS 90, TR2 1 HRC CS 95 and TR2 3 HRC CS 95. It has the same cost and number of tasks as plan TR2 2 HRC CS 95. Plan TR2 2 HRC CS 95 is cheaper, shorter and better than TR1 3 HRC CS 90. The plans TR1 2 HRC CS 90, TR2 1 HRC CS 95 and TR2 3 HRC CS 95 are faster than TR1 3 HRC CS 90; and TR1 2 HRC CS 90 and TR2 1 HRC CS 95 share the same cost and task count as TR1 3 HRC CS 90. Plan TR1 3 HRC CS 90 is an AtypicalPlan.","Removed duplicate comparisons, merged similar sentences, used simpler verbs (cheaper, faster, better, shorter), removed numeric attribute details while keeping attribute existence, shortened plan identifiers to consistent format, omitted repetitive classification statements.",gpt-oss:20b
pair_91,"TR1 1 HRC CS 90 is more expensive, longer, slower, and worse than TR2 3 HRC CS 90. It is also more expensive, longer, and worse than each of the other plans: TR1 1 HRC, TR2 1 HRC, TR1 2 HRC, TR2 2 HRC, TR1 3 HRC, TR2 3 HRC, TR2 1 HRC CS 90, and TR2 2 HRC CS 90. It is slower than TR2 2 HRC, TR2 3 HRC, TR2 1 HRC CS 90, TR2 2 HRC CS 90, and TR2 2 HRC CS 95. All the plans listed above share the same cost and the same number of tasks with TR2 3 HRC CS 90. TR1 1 HRC CS 90 has its own makespan, number of tasks, and cost values. The plan TR2 2 HRC CS 95 is slower, more expensive, longer, and worse than TR2 3 HRC CS 90.","Shortened the original by combining repeated comparisons, used simpler words, omitted redundant property references, and kept all semantic relations between plans.",gpt-oss:20b
pair_92,"- Plan TR1 1 HRC CS 90 is cheaper, shorter, faster and better than plan TR1 1 HRC CS 95.
- It is also cheaper, shorter, faster and better than plans TR1 2 HRC CS 90, TR1 3 HRC CS 90, TR2 1 HRC CS 95, TR1 2 HRC CS 95 and TR2 3 HRC CS 95.
- Plan TR1 1 HRC CS 90 has the same cost and same number of tasks as plan TR2 2 HRC CS 95.
- Every plan has a makespan, a number of tasks and a cost.
- Plan TR1 1 HRC CS 90 is classified as a TypicalPlan; plan TR1 1 HRC CS 95 is classified as an AtypicalPlan.
- Plans TR1 2 HRC CS 90, TR1 3 HRC CS 90, TR2 1 HRC CS 95, TR1 2 HRC CS 95 and TR2 3 HRC CS 95 are all faster, cheaper, shorter and better than plan TR1 1 HRC CS 95.
- Plans TR1 2 HRC CS 95 and TR2 3 HRC CS 95 share the same cost and number of tasks as plan TR1 1 HRC CS 95.","Simplified language, reduced repetitive sentences into concise bullet points, removed placeholders, kept all comparative relationships and attribute mentions.",gpt-oss:20b
pair_93,"Plan TR1 1 HRC CS 90 is better, cheaper, shorter, and faster than plan TR2 1 HRC CS 95. It also outperforms plans TR1 2 HRC CS 90 and TR1 3 HRC CS 90 on the same measures. Plan TR2 2 HRC CS 95 beats TR2 1 HRC CS 95 in cost, length, and quality. TR1 1 HRC CS 90 shares the same cost and task count as TR2 2 HRC CS 95. Plans TR1 2 HRC CS 90 and TR1 3 HRC CS 90 have equal cost and task count to TR2 1 HRC CS 95. TR1 1 HRC CS 90 is labeled a TypicalPlan, whereas TR2 1 HRC CS 95 is an AtypicalPlan.","Simplified language, reduced length, kept all relational facts and comparisons, removed redundancies, clarified plan classes and equalities",gpt-oss:20b
pair_94,"Plan *TR1 1 HRC CS 90* is cheaper, shorter, faster and better than *TR1 2 HRC CS 95*. It is also better than *TR1 2 HRC CS 90*, *TR1 3 HRC CS 90*, *TR1 1 HRC CS 95*, *TR2 1 HRC CS 95*, and *TR2 3 HRC CS 95*, and shares the same cost and number of tasks with *TR2 2 HRC CS 95*.

*TR1 2 HRC CS 90* is cheaper, shorter, faster and better than *TR1 2 HRC CS 95*, as is *TR1 3 HRC CS 90*, *TR2 1 HRC CS 95* and *TR2 2 HRC CS 95*.

*TR1 1 HRC CS 95* and *TR2 3 HRC CS 95* have the same cost and task count as *TR1 2 HRC CS 95*.

The plans are classified: *TR1 1 HRC CS 90* is a typical plan, while *TR1 2 HRC CS 95* is an atypical plan.","Simplified language, removed repetitive clauses, condensed comparisons into concise sentences, kept all relative comparisons and equivalence facts, omitted explicit makespan references for brevity.",gpt-oss:20b
pair_95,"Plan TR1 1 HRC CS 90 matches TR2 2 HRC CS 95 on cost and number of tasks, but runs slower. Its makespan is ""TR1 1 HRC CS 90 makespan"", while the other plan’s makespan is ""TR2 2 HRC CS 95 makespan"". Costs are ""TR1 1 HRC CS 90 cost"" and ""TR2 2 HRC CS 95 cost"".","Simplified the wording by removing redundant phrases such as ""is plan with same cost as"" and ""has"".  Condensed information into two concise sentences, using clear comparisons and keeping the same semantic content.  Replaced repetitive structure with a single comparative sentence for cost and tasks, and summarized makespan and cost differences in brief clauses.",gpt-oss:20b
pair_96,"Plan TR1 1 HRC CS 90 is the best choice. It costs less, takes less time, is faster and overall better than the other plans mentioned—especially TR1 3 HRC CS 95, TR1 2 HRC CS 90, TR1 3 HRC CS 90, TR1 1 HRC CS 95, TR2 1 HRC CS 95, TR1 2 HRC CS 95, TR2 3 HRC CS 95, and TR2 2 HRC CS 95. It has the same cost and number of tasks as TR2 2 HRC CS 95. The plan is labeled ""TypicalPlan"", while TR1 3 HRC CS 95 is labeled ""AtypicalPlan"". Both plans have defined makespans, and their numbers of tasks and costs are recorded.","Condensed all pairwise comparisons into concise statements, kept easier language, shortened text, preserved semantics of superiority, equivalence, classification, and attribute definitions.",gpt-oss:20b
pair_97,"- Plan TR1 1 HRC CS 90 is the best overall: it costs less, runs faster, is shorter, and is better than every other plan mentioned (TR1 2, TR1 3, TR1 1 95, TR2 1 95, TR1 2 95). It has the same cost and the same number of tasks as plan TR2 2 HRC CS 95.\n- All the other plans (TR1 2, TR1 3, TR2 1, TR2 2) are still cheaper, shorter, faster, and better than plan TR2 3 HRC CS 95, but they are not as good as TR1 1 HRC CS 90.\n- Plan TR1 1 95 and plan TR1 2 95 have the same cost and number of tasks as plan TR2 3 HRC CS 95, but they are not shown to be better or faster than it.\n- TR1 1 HRC CS 90 is classified as a TypicalPlan; TR2 3 HRC CS 95 is classified as an AtypicalPlan.\n- Each plan has properties for makespan, number of tasks, and cost, but no specific numeric values are given in the text.","Reworded all formal comparisons into plain English, removed redundant repetitions, combined similar facts, and summarized key relations in a concise bullet list for clarity and brevity.",gpt-oss:20b
pair_98,"Plan TR2 1 HRC CS 90 is cheaper, shorter, faster, and better than plan TR1 2 HRC CS 90. It has the same cost, number of tasks, and makespan as many simpler plans (TR1 1 HRC, TR2 1 HRC, TR1 2 HRC, etc.). Overall, TR2 1 HRC CS 90 outperforms the more complex TR1 2 HRC CS 90 while matching or exceeding simpler alternatives.","Removed repetitive statements about each attribute compared to every plan; condensed to key comparisons: TR2 1 HRC CS 90 is better on cost, time, speed, and quality than TR1 2 HRC CS 90, and its metrics match many shorter, cheaper alternatives. Simplified language and shortened overall narrative.",gpt-oss:20b
pair_99,"Plan TR2 1 HRC CS 90 has the same cost and number of tasks as plan TR2 2 HRC CS 90, but it is slower.  Its makespan is ""TR2 1 HRC CS 90 makespan"", its task count is ""TR2 1 HRC CS 90 number of tasks"", and its cost is ""TR2 1 HRC CS 90 cost"".  The corresponding values for TR2 2 HRC CS 90 are ""TR2 2 HRC CS 90 makespan"", ""TR2 2 HRC CS 90 number of tasks"", and ""TR2 2 HRC CS 90 cost"".","Simplified language, removed redundant phrases, concise comparison, expressed same values, retained attribute info",gpt-oss:20b
pair_100,"Plan TR2 1 HRC CS 90 is the best choice in all ways. It costs less, finishes faster, uses fewer tasks, and overall performs better than plan TR1 3 HRC CS 90. In fact, TR2 1 HRC CS 90 is also better, cheaper, faster, and shorter than many other plans such as TR1 1 HRC CS 90, TR1 2 HRC CS 90, and various TR2 1–3 HRC CS 95 plans. Several plans share the same cost or task count as TR2 1 HRC CS 90, indicating equivalent efficiency among a group of them. All of these plans outperform TR1 3 HRC CS 90, making it the least desirable option.","Rewrote technical ontology relations into plain language, removed repetitive sentences, condensed long lists into concise summaries.",gpt-oss:20b
pair_101,"‘TR2 1 HRC CS 90’ and ‘TR2 3 HRC CS 90’ have the same cost and the same number of tasks. However, ‘TR2 1 HRC CS 90’ finishes later (larger makespan) than ‘TR2 3 HRC CS 90’. 

‘TR2 1 HRC CS 90’ also finishes later than ‘TR2 2 HRC’, ‘TR2 3 HRC’, and ‘TR2 2 HRC CS 90’. 

Those three plans are themselves slower than ‘TR2 3 HRC CS 90’.","Simplified language, made the narrative shorter, removed repetitive clauses, and kept all key relations and attribute comparisons. The new narrative keeps the same meaning as the original while using clearer, easier wording.",gpt-oss:20b
pair_102,"Plan TR2 1 HRC CS 90 is the best: it is cheaper, shorter, faster, and overall better than every other plan mentioned—including TR1 1 HRC CS 95 and all other CS 90/CS 95 variants. It shares the same cost and number of tasks as many of the other plans, yet still outperforms them. It is classified as a TypicalPlan, whereas TR1 1 HRC CS 95 is an AtypicalPlan. All other plans (TR1 1 HRC, TR2 1 HRC, TR1 2 HRC, etc.) are also better, cheaper, shorter, faster, and have the same cost/tasks as their corresponding CS 90 plans, but they do not match the overall superiority of TR2 1 HRC CS 90.","Condensed repeated comparisons into concise statements, summarizing key relationships and equivalences, while eliminating redundant sentences and technical language to make the narrative more readable and shorter.",gpt-oss:20b
pair_103,"Plan TR2 1 HRC CS90 is cheaper, faster, shorter, and overall better than plan TR2 1 HRC CS95. It also outperforms all other HRC plans (e.g., TR1 1 HRC CS90, TR1 2 HRC, TR2 1 HRC, etc.) in cost, duration, and quality. While TR2 1 HRC and TR2 1 HRC CS90 share the same cost and number of tasks, they differ from TR2 1 HRC CS95 by having a lower cost and quicker makespan. TR2 1 HRC CS90 is classified as a TypicalPlan, whereas TR2 1 HRC CS95 is labeled an AtypicalPlan.","- Removed repeated pairwise comparisons and redundant statements. - Replaced technical phrasing with plain language (“better, cheaper, shorter, faster”). - Combined all similar comparisons into a single concise summary. - Omitted specific mentions of makespan and task counts unless they distinguish the two plans. - Consolidated plan labels into a single sentence.",gpt-oss:20b
pair_104,"Plan **TR2 1 HRC CS 90** is cheaper, shorter, faster and overall better than **TR1 2 HRC CS 95**. It also matches **TR1 1 HRC** in cost and number of tasks. Many other plan options (such as TR1 1 HRC, TR2 1 HRC, TR1 2 HRC, TR2 2 HRC, TR1 3 HRC, TR2 3 HRC and the 90‑cost variants) are also cheaper, shorter, better, and faster than TR1 2 HRC CS 95. The makespan of TR2 1 HRC CS 90 is comparable to that of TR1 2 HRC CS 95. In classification, TR2 1 HRC CS 90 is a **TypicalPlan** while TR1 2 HRC CS 95 is an **AtypicalPlan**.","Replaced the dense list of pairwise comparisons with concise statements summarizing that TR2 1 HRC CS 90 outperforms TR1 2 HRC CS 95 in cost, time, length, and quality, and that many other variants also outperform TR1 2 HRC CS 95. Replaced detailed equivalence statements with general equality remarks. Kept the classification information and makespan comparison. Simplified language and reduced overall length.",gpt-oss:20b
pair_105,"Plan TR2 1 HRC CS 90 is better, cheaper, shorter, faster and has the same cost and task count as many other plans (TR2 1 HRC, TR1 2 HRC, TR2 2 HRC, TR1 3 HRC, TR2 3 HRC, TR2 2 HRC CS 90, TR2 3 HRC CS 90, TR1 1 HRC CS 90). All these plans are cheaper, shorter, and better than Plan TR2 2 HRC CS 95.","Replaced detailed pairwise comparisons with concise statements describing the overall superiority of TR2 1 HRC CS 90 over TR2 2 HRC CS 95, noted shared cost and task counts with several other plans, and summarized that all mentioned plans outperform TR2 2 HRC CS 95 in cost, length, and quality. Simplified language and shortened the narrative.",gpt-oss:20b
pair_106,"TR2 1 HRC CS 90 is cheaper, shorter, faster and overall better than TR1 3 HRC CS 95. It has the same cost and number of tasks as TR1 1 HRC, TR1 2 HRC, TR1 3 HRC, TR2 2 HRC, TR2 3 HRC, and the corresponding CS 90 plans. All other plans mentioned are likewise cheaper, shorter, faster and better than TR1 3 HRC CS 95. TR2 1 HRC is also equivalent to TR2 1 HRC CS 90 in cost and tasks. Finally, TR2 1 HRC CS 90 is classified as a TypicalPlan while TR1 3 HRC CS 95 is an AtypicalPlan.","Simplified language, shortened length, retained all comparative meanings and equivalence statements, removed repetitive enumeration, kept key comparisons and classifications.",gpt-oss:20b
pair_107,"Plan TR2 1 HRC CS 90 is cheaper, shorter, faster, and generally better than many other plans, including TR2 3 HRC CS 95, TR1 1–3 HRC CS 90, and TR1/2 1–3 HRC CS 95. It also has fewer tasks, a smaller makespan, and shares the same cost and task count with several other plans. TR2 1 HRC CS 90 is classified as a TypicalPlan, whereas TR2 3 HRC CS 95 is an AtypicalPlan.","Simplified language, removed repetitious comparisons, condensed into key facts.",gpt-oss:20b
pair_108,"Plan **TR1 2 HRC CS 90** is a higher‑cost, longer, slower, and overall poorer option than **TR2 2 HRC CS 90** and all other plans mentioned.

- It costs more and takes longer than every other plan:
  * TR1 1 HRC, TR2 1 HRC, TR1 2 HRC, TR2 2 HRC, TR1 3 HRC, TR2 3 HRC,
  * TR1 1 HRC CS 90, TR2 1 HRC CS 90, TR2 3 HRC CS 90, TR2 2 HRC CS 95.

- It is slower and less effective (worse) than these same plans.

- In terms of cost and number of tasks it matches plans TR1 3 HRC CS 90 for cost and task count.

- Other plans share the same cost or task count with TR2 2 HRC CS 90 (e.g., TR1 1 HRC, TR2 1 HRC, …).","Simplified language, condensed comparisons, omitted repetitive equalities, retained core meaning of TR1 2 HRC CS 90 being worse, longer, slower, and more expensive than TR2 2 HRC CS 90 and all listed alternatives; kept cost and task count parity where noted.",gpt-oss:20b
pair_109,"Plan TR1 2 HRC CS 90 is the same cost and number of tasks as Plan TR1 3 HRC CS 90, but finishes faster. It is a TypicalPlan, while the other is an AtypicalPlan. TR1 2 HRC CS 90 is also faster and better than Plan TR2 3 HRC CS 95, which in turn is faster than Plan TR1 3 HRC CS 90.","1) Removed repetitive ‘has makespan/number of tasks/cost’ statements and combined them.
2) Simplified wording to a more natural, easier language.
3) Shortened the narrative by summarizing key comparisons.
4) Retained all semantic relations: equality of cost and tasks, faster status, classifications, and comparisons with TR2 3 HRC CS 95.",gpt-oss:20b
pair_110,"The plan ‘TR1 2 HRC CS 90’ is the most expensive, longest, slowest, and worst of all the plans when compared with ‘TR2 3 HRC CS 90’. It is also more expensive than every other plan mentioned. It shares the same cost and number of tasks as ‘TR1 3 HRC CS 90’. All the plans listed (TR1 1 HRC, TR2 1 HRC, TR1 2 HRC, etc.) have the same cost and same number of tasks as ‘TR2 3 HRC CS 90’. Many plans—TR2 2 HRC, TR2 3 HRC, TR1 1 HRC CS 90, TR2 1 HRC CS 90, TR2 2 HRC CS 90, TR2 1 HRC CS 95, and TR2 2 HRC CS 95—are slower and of lower quality than ‘TR2 3 HRC CS 90’. Additionally, the plans ‘TR1 1 HRC CS 90’, ‘TR1 3 HRC CS 90’, ‘TR2 1 HRC CS 95’, and ‘TR2 2 HRC CS 95’ are more expensive, longer, worse, and slower than ‘TR2 3 HRC CS 90’.","Replaced long list of pairwise comparisons with a concise summary that captures the overall relationships. Simplified language, removed redundancies, and kept key facts about cost, duration, speed, and quality comparisons among the plans.",gpt-oss:20b
pair_111,"Plan TR1 2 HRC CS 90 is cheaper, shorter, faster, and better than plan TR1 1 HRC CS 95. It also beats TR1 3 HRC CS 90, TR1 2 HRC CS 95 and TR2 3 HRC CS 95 in speed, shares the same cost and number of tasks with TR1 3 HRC CS 90, and has the same cost as TR2 1 HRC CS 95.  Plan TR1 3 HRC CS 90, TR2 1 HRC CS 95 and TR2 3 HRC CS 95 are all faster, cheaper, shorter and better than TR1 1 HRC CS 95.  Finally, TR1 2 HRC CS 90 is classified as TypicalPlan, while TR1 1 HRC CS 95 is classified as AtypicalPlan.","Simplified language, removed repetitive comparisons, combined related facts into concise sentences, kept all semantic relationships.  The narrative is shorter while preserving the meaning of all plan comparisons and classifications.",gpt-oss:20b
pair_112,"Plan TR1 2 HRC CS 90 costs and has the same number of tasks as plan TR2 1 HRC CS 95, but takes longer. Both have the makespans and costs shown by their labels. TR1 2 HRC CS 90 is a typical plan, while TR2 1 HRC CS 95 is atypical.","Simplified sentence structure, removed repetitive ""has"" and ""is"" phrases, consolidated makespan and cost details, used general terms, shortened overall text while keeping all comparisons and classifications.",gpt-oss:20b
pair_113,"The plan TR1 2 HRC CS 90 is cheaper, shorter, faster, and better than TR1 2 HRC CS 95. It shares the same cost and number of tasks as TR1 3 HRC CS 90. TR1 3 HRC CS 90 is also better than TR1 2 HRC CS 95, being cheaper, shorter, and faster. TR2 1 HRC CS 95 is cheaper and shorter than TR1 2 HRC CS 95, and TR2 3 HRC CS 95 is faster and better than TR1 2 HRC CS 95. TR1 2 HRC CS 90 is called a TypicalPlan, while TR1 2 HRC CS 95 is an AtypicalPlan. Other plans like TR1 1 HRC CS 95 and TR2 3 HRC CS 95 are less favorable than TR1 2 HRC CS 90.","Used simpler words, removed repetitive comparisons, shortened overall length, preserved meaning of cost, speed, length, plan quality relations, and classification tags.",gpt-oss:20b
pair_114,"All plans report makespan, cost, and number of tasks.
Plan TR1‑2‑90 is more expensive, longer, slower, and worse than TR2‑2‑95.
TR1‑2‑90 shares the same cost and task count as TR1‑3‑90.
Plan TR2‑1‑95 matches TR1‑2‑90 in cost and task count, while TR1‑1‑90 matches TR2‑2‑95 in both.
TR1‑1‑90 is slower and worse than TR2‑2‑95; likewise TR2‑1‑95 is slower, longer, costlier, and worse than TR2‑2‑95.
Also, TR1‑3‑90 is costlier, longer, slower, and worse than TR2‑2‑95, as is TR2‑1‑95.","Simplified and condensed the comparison text, used plain wording, removed redundant attribute listings, and grouped all plan comparisons in a single paragraph while preserving every relative comparison and shared attributes.",gpt-oss:20b
pair_115,"TR1 2 HRC CS 90 is the best plan. It is cheaper, faster, shorter, and better than TR1 3 HRC CS 95, TR1 1 HRC CS 95, TR1 2 HRC CS 95, and TR2 3 HRC CS 95. It has the same cost and same number of tasks as TR1 3 HRC CS 90, and it is classified as a TypicalPlan, while TR1 3 HRC CS 95 is an AtypicalPlan.

TR1 3 HRC CS 90 is also good. It beats TR1 3 HRC CS 95 in cost, speed, duration, and overall quality, and it outperforms TR1 1 HRC CS 95, TR1 2 HRC CS 95, TR2 1 HRC CS 95, and TR2 3 HRC CS 95 in the same ways.","Replaced complex statements with concise comparisons, used simpler language, omitted explicit property mentions like makespan and costs placeholders, retained all relational meaning.",gpt-oss:20b
pair_116,"TR1 2 HRC CS 90 beats TR2 3 HRC CS 95 in cost, speed, duration, and overall quality, and also outperforms TR1 1 HRC CS 95 and TR1 2 HRC CS 95 on the same dimensions. It shares the same cost and task count as TR1 3 HRC CS 90. TR2 1 HRC CS 95 has equal cost and task count to TR1 2 HRC CS 90, and is itself cheaper, shorter, and better than TR2 3 HRC CS 95. The plans TR1 1 HRC CS 95 and TR1 2 HRC CS 95 match TR2 3 HRC CS 95 in cost and task count. Both TR1 3 HRC CS 90 and TR2 1 HRC CS 95 are cheaper and faster than TR2 3 HRC CS 95, with TR2 1 HRC CS 95 also being better. Finally, TR1 2 HRC CS 90 is a TypicalPlan, while TR2 3 HRC CS 95 is an AtypicalPlan. Each plan includes values for makespan, number of tasks, and cost.","Simplified language, condensed multiple pairwise comparisons into a concise summary, removed redundant attribute mentions, kept core semantics: cost, time, tasks, classification and equivalence relations.",gpt-oss:20b
pair_117,"Plan **TR2 2 HRC CS 90** is the best choice: it is cheaper, faster, shorter, and higher quality than **TR1 3 HRC CS 90** and many other variants. It matches the same cost and number of tasks as several other plans (e.g., **TR2 1 HRC**, **TR1 2 HRC**, **TR2 2 HRC**, **TR1 3 HRC**, **TR2 3 HRC**, **TR2 1 HRC CS 90**, **TR2 3 HRC CS 90**). Likewise, the other plans in the same cluster (like **TR1 1 HRC**, **TR2 1 HRC**, **TR1 2 HRC**, **TR2 2 HRC**, etc.) have equal costs and tasks to TR2 2 HRC CS 90. All these plans are classified as *TypicalPlan*, except **TR1 3 HRC CS 90**, which is *AtypicalPlan*.

**Key relationships**:
- TR2 2 HRC CS 90 beats TR1 3 HRC CS 90 in cost, speed, length, and quality.
- TR2 2 HRC CS 90 is as good as TR2 1 HRC, TR1 2 HRC, TR2 2 HRC, TR1 3 HRC, TR2 3 HRC, TR2 1 HRC CS 90, and TR2 3 HRC CS 90.
- All other plans compared are cheaper, shorter, faster, and better relative to TR1 3 HRC CS 90.
- TR2 2 HRC CS 90 shares the same cost and task count with the highlighted plans, ensuring similar resource usage while outperforming TR1 3 HRC CS 90.","Simplified language, removed repetitive comparisons, condensed description into concise statements, kept all semantic relationships regarding cost, speed, length, quality, classifications, and equivalences.",gpt-oss:20b
pair_118,"TR2 2 HRC CS 90 and TR2 3 HRC CS 90 have the same cost and the same number of tasks, but TR2 2 HRC CS 90 runs slower. Their makespans are ""TR2 2 HRC CS 90 makespan"" and ""TR2 3 HRC CS 90 makespan"" respectively. TR2 2 HRC CS 90 is slower than both TR2 2 HRC and TR2 3 HRC, which in turn are slower than TR2 3 HRC CS 90.","Simplified language, shortened text, removed redundant details while preserving all comparisons and metric statements.",gpt-oss:20b
